"","VCN.TO","VEE.TO","VFV.TO","VVL.TO","VAB.TO","VBU.TO","XSU.TO"
"361",29.641232,32.616241,56.89389,31.531809,23.440668,23.279654,31.660366
"362",29.527208,32.262112,57.083847,31.994427,23.422241,23.214575,31.766544
"363",29.773497,32.131653,57.786709,32.327507,23.422241,23.223875,31.843765
"364",29.700529,31.367504,56.760902,31.531809,23.413033,23.362619,31.679672
"365",29.572817,31.46069,56.732414,31.781622,23.376167,23.222942,31.583145
"366",29.472483,31.395454,56.504456,31.781622,23.431454,23.278811,31.274269
"367",29.472483,31.246349,56.884384,31.642838,23.468309,23.297438,31.100519
"368",29.654909,31.451366,57.321304,31.846384,23.495953,23.278811,31.332174
"369",29.809986,31.814812,57.682228,32.003677,23.495953,23.278811,31.361139
"370",29.819107,32.029137,57.853191,32.10545,23.514381,23.241566,31.332174
"371",29.855591,31.80549,58.024162,32.197971,23.495953,23.260189,31.254959
"372",29.864717,32.029137,57.786709,32.10545,23.523592,23.316057,31.438358
"373",29.654909,31.675024,57.292805,31.661341,23.523592,23.306751,31.071558
"374",29.714205,32.047775,58.271111,32.17947,23.578875,23.316057,31.525232
"375",29.882956,32.336666,58.60355,32.558811,23.551235,23.306751,31.930641
"376",29.882956,32.290073,58.413578,32.54031,23.459093,23.204321,31.660366
"377",29.955931,32.243481,58.23312,32.475544,23.376167,23.176384,31.747244
"378",29.992422,32.290073,57.89119,32.295124,23.348526,23.204321,31.882376
"379",29.955931,32.523048,57.796204,32.743858,23.385391,23.204321,31.795502
"380",30.001541,32.336666,57.378292,32.049938,23.422241,23.250874,31.824461
"381",30.068541,32.457291,57.143761,32.022743,23.369583,23.249943,31.866196
"382",30.077724,32.466652,56.914963,31.910217,23.360348,23.277933,31.681778
"383",30.206224,32.850037,57.000759,32.060253,23.258745,23.193966,31.92444
"384",30.398966,33.280182,57.553699,32.182152,23.295694,23.184637,31.99238
"385",30.490753,33.354988,57.639507,32.369698,23.267979,23.212624,32.07003
"386",30.371433,33.429798,57.620441,32.210285,23.175613,23.221954,32.147682
"387",30.298006,33.467209,57.792038,32.266548,23.175613,23.221954,32.205921
"388",30.307182,33.551365,58.04945,32.463467,23.138666,23.16597,32.137978
"389",30.16033,33.635521,58.364052,32.772915,23.175613,23.13798,32.128273
"390",30.27047,33.803833,58.669125,33.129246,23.184849,23.16597,32.681534
"391",30.316359,34.000214,58.831188,33.288651,23.157137,23.13798,32.798016
"392",30.426504,34.318138,59.393673,33.129246,23.175613,23.287262,32.817425
"393",30.288822,33.710335,58.478451,32.913567,23.194084,23.184637,32.438873
"394",30.343903,34.205936,58.955132,33.082352,23.184849,23.147318,32.691246
"395",30.261293,34.215279,58.869331,32.904186,23.147907,23.109995,32.477699
"396",30.398966,34.785698,59.498535,33.157372,23.129427,23.044691,32.904789
"397",30.38061,34.925949,59.717804,33.504326,23.138666,23.044691,33.050381
"398",30.426504,34.97271,59.765472,33.448055,23.166376,23.07268,33.176563
"399",30.27965,35.01012,59.279266,33.194881,23.138666,23.035364,32.982433
"400",30.132793,35.000767,59.46994,33.204254,23.157137,23.128654,32.963024
"401",30.178686,35.328049,59.918015,33.335537,23.157137,23.082005,33.089207
"402",29.930868,34.804405,59.660603,33.157372,23.150654,23.054014,32.933907
"403",29.673872,34.364899,58.936054,32.660385,23.095072,23.026028,32.603889
"404",29.70141,34.542572,58.840733,32.566612,23.10433,23.016705,32.448586
"405",29.508661,34.103073,58.650059,32.45409,23.020952,22.889585,32.497112
"406",29.031382,33.710335,58.097115,32.163399,23.011694,22.880236,31.866196
"407",28.526571,32.915493,56.152283,32.332184,23.03022,22.955011,30.740253
"408",28.563282,33.663578,57.086567,31.807068,22.99316,23.00174,31.021734
"409",28.48068,32.88744,57.105644,31.835201,22.946846,22.926975,31.041151
"410",27.985043,31.924294,55.160797,30.916248,22.95611,22.880236,30.157867
"411",27.902433,32.373135,55.904408,30.981888,22.95611,22.80547,30.429647
"412",28.306286,32.79393,56.752895,31.469496,22.974638,22.78677,30.662601
"413",28.260393,33.03706,56.876823,31.319466,22.99316,22.80547,30.759666
"414",28.526571,33.495258,57.220039,31.675793,22.919056,22.730698,31.332344
"415",28.627533,34.028263,57.763435,31.863335,22.928318,22.749388,31.623539
"416",28.728493,34.131126,58.201981,32.200909,23.03949,22.768082,31.798248
"417",28.682602,34.037613,58.306847,32.294678,22.99316,22.749388,31.526468
"418",28.884527,34.121769,58.163849,32.397827,22.974638,22.711998,31.594419
"419",28.866171,34.22464,58.344994,32.182152,23.020952,22.711998,31.507055
"420",29.123163,34.62672,59.012333,32.48222,23.095072,22.758734,31.856491
"421",29.233309,35.000767,59.736881,32.82917,23.109919,22.777428,32.128273
"422",29.187414,34.374249,59.517601,32.707268,23.072792,22.721348,31.662359
"423",28.815687,34.065674,59.222065,32.566612,23.156322,22.758734,31.128508
"424",28.609171,34.028263,58.297321,32.022743,23.230576,22.740944,31.002325
"425",28.627533,34.318138,58.926533,32.44471,23.184164,22.750301,31.584715
"426",28.921238,34.645428,60.013344,32.96983,23.147039,22.740944,31.817663
"427",28.912062,34.495815,59.651073,32.951077,23.100634,22.759668,32.147682
"428",28.792742,34.495815,59.708275,32.93232,23.054232,22.750301,32.438873
"429",28.893702,34.495815,59.994274,32.86668,23.082079,22.769033,32.322399
"430",28.939598,34.925949,60.61396,33.007339,23.044952,22.740944,32.904789
"431",29.040558,35.11298,60.728363,33.147995,23.072792,22.750301,32.972729
"432",29.113987,35.150383,60.928562,33.38242,23.137766,22.769033,32.817425
"433",29.141527,35.10363,60.480484,33.213631,23.212011,22.815845,32.642715
"434",29.178238,35.253242,60.938099,33.32616,23.276978,22.806482,32.467995
"435",29.288378,35.253242,61.27177,33.644978,23.276978,22.778397,32.749485
"436",29.040558,34.823097,60.223083,33.260517,23.276978,22.778397,32.351524
"437",29.095633,35.197136,60.41375,33.298023,23.230576,22.740944,32.370926
"438",29.224129,34.869854,59.479473,33.054222,23.119198,22.731585,32.545647
"439",28.673422,33.81319,58.058979,32.257172,23.276978,22.78776,31.807955
"440",28.361355,33.205376,56.657555,31.600773,23.221296,22.797115,31.128508
"441",28.519333,34.141094,58.041363,32.163399,23.128475,22.759668,31.778841
"442",28.389994,33.747696,57.18964,31.900843,23.276978,22.862656,31.167337
"443",28.325329,33.597836,57.208775,32.210285,23.323387,22.853289,31.17704
"444",28.72258,34.103634,57.859531,32.397827,23.370842,22.909468,31.516768
"445",28.436188,33.654034,56.634586,31.703924,23.305704,22.866323,30.749958
"446",28.380756,33.700863,56.758991,31.938349,23.240582,22.847559,31.118803
"447",28.334566,33.738327,57.428886,31.835201,23.166149,22.856945,31.604128
"448",28.72258,33.757069,57.744694,32.341564,23.156851,22.819427,31.788551
"449",28.42695,33.204437,56.491039,31.966478,23.212671,22.875694,31.17704
"450",28.519333,33.026474,56.452759,31.975857,23.221975,22.866323,31.206163
"451",28.565529,33.335567,56.8834,32.088383,23.175451,22.866323,31.788551
"452",28.574768,33.288738,56.452759,32.032124,23.156851,22.866323,31.837078
"453",28.602478,33.344936,57.036522,32.154022,23.091724,22.847559,32.060326
"454",28.620956,33.045212,56.940826,32.097759,23.175451,22.847559,31.905025
"455",28.657913,32.979641,57.227917,32.275921,23.147545,22.847559,32.186512
"456",28.759533,32.960903,57.744694,32.360317,23.203365,22.847559,32.516529
"457",29.092121,33.382401,58.137058,32.735401,23.147545,22.79129,32.594181
"458",28.925829,33.298111,57.964798,32.679138,23.08242,22.725628,32.458286
"459",28.990499,33.148235,57.888245,32.801041,23.035908,22.659983,32.21563
"460",29.129076,33.166977,58.309322,33.054222,23.063812,22.659983,32.147682
"461",29.018213,32.91407,57.371464,32.922943,23.054508,22.613087,31.99238
"462",29.082884,32.773579,57.476738,33.129246,22.998682,22.566193,31.934145
"463",29.341566,33.213799,58.414589,33.213631,23.063812,22.641224,32.089447
"464",29.369282,33.260639,58.347591,33.166748,23.091724,22.669355,31.972967
"465",29.286133,33.035843,57.840393,32.904186,23.111305,22.683422,31.778841
"466",29.313847,32.904709,58.060505,32.876057,23.027372,22.638323,31.934145
"467",29.332325,32.726742,57.658569,32.86668,23.018047,22.647726,32.0215
"468",29.304609,32.576878,57.428886,32.55724,23.083323,22.657118,31.846786
"469",29.53557,32.745476,58.280609,32.86668,23.083323,22.680607,32.244751
"470",29.664909,32.736111,58.596416,32.997959,23.083323,22.675909,32.506828
"471",29.729582,33.063938,58.816525,33.072975,23.073999,22.647726,32.633003
"472",29.821966,32.85788,58.969639,33.101109,23.018047,22.600735,32.856255
"473",29.988256,33.27,59.08448,33.110485,23.036697,22.666515,33.011555
"474",30.052927,33.213799,59.333302,33.213631,23.073999,22.675909,33.089207
"475",30.256182,33.335567,59.486412,33.32616,23.018047,22.657118,32.963024
"476",30.293135,32.87661,59.400284,33.288651,22.906122,22.534948,32.933907
"477",30.311613,33.157604,59.304588,33.307404,22.906122,22.544353,33.273624
"478",30.376278,32.708004,59.275871,33.401173,22.887468,22.516151,33.467754
"479",30.376278,32.633076,59.562977,33.457436,22.915455,22.581942,33.535702
"480",30.385517,32.782948,59.515125,33.523079,22.934099,22.581942,33.487171
"481",30.34856,32.679905,59.706528,33.298023,23.018047,22.647726,33.506588
"482",30.311613,32.717373,59.926628,33.38242,23.083323,22.704105,33.525997
"483",30.237701,33.017101,60.165874,33.391796,23.120636,22.746391,33.516289
"484",30.094503,33.129501,60.443409,33.448055,23.204575,23.03301,33.254219
"485",29.942064,32.389549,59.66824,32.89481,23.372454,22.901453,33.467754
"486",30.177652,32.323982,59.77351,33.082352,23.260532,22.826271,33.953079
"487",30.200748,32.604977,59.783085,33.016712,23.317566,22.835661,33.681301
"488",30.182266,32.91407,60.39555,33.32616,23.308218,22.773533,33.962788
"489",30.173029,33.204437,60.558239,33.36367,23.270823,22.726458,34.059849
"490",30.274654,33.045212,60.80706,33.476192,23.308218,22.745289,34.292809
"491",30.394753,33.429237,61.218571,33.729374,23.205372,22.679386,34.525761
"492",30.450184,32.989006,61.342976,33.813766,23.242777,22.726458,34.351044
"493",30.459425,32.885971,61.247276,33.729374,23.214722,22.707632,34.46751
"494",30.598001,32.942173,61.630074,34.048199,23.224072,22.688803,34.516052
"495",30.616478,33.007744,61.859741,34.020058,23.242777,22.688803,34.651939
"496",30.588764,32.670544,61.467392,33.87941,23.233423,22.641731,34.535465
"497",30.718103,32.773579,62.118137,34.038815,23.308218,22.688803,34.729591
"498",30.671913,32.829777,62.481785,34.113834,23.401712,22.726458,34.719887
"499",30.792011,32.455112,62.405228,34.076328,23.411057,22.707632,34.904312
"500",30.662668,32.323982,62.615757,34.198227,23.495209,22.754702,34.943134
"501",30.865919,32.511311,62.835861,34.357635,23.439108,22.707632,35.224625
"502",30.699625,31.958679,62.386097,33.954422,23.495209,22.726458,34.846077
"503",30.944958,32.16774,62.366943,34.17947,23.495209,22.726458,34.729591
"504",30.471025,31.800489,61.706631,33.710621,23.532602,22.726458,34.170002
"505",30.684755,31.725153,61.831032,33.83252,23.513906,22.754702,34.394234
"506",30.573246,31.160141,61.649212,33.673111,23.551308,22.811188,33.819038
"507",30.480318,31.178974,61.400341,33.410553,23.467159,22.801779,33.90678
"508",30.73122,31.404984,60.996777,33.288651,23.424988,22.801779,33.916531
"509",30.647583,31.094223,60.718109,33.344913,23.462467,23.027723,34.121262
"510",30.768398,31.263721,61.092865,33.185501,23.453102,23.159523,34.364986
"511",30.66617,31.028309,61.294651,33.32616,23.481211,22.844494,34.598957
"512",30.852034,31.36731,61.640556,33.532455,23.509327,22.872789,34.852428
"513",31.047174,31.969988,62.33239,33.851273,23.434359,22.844494,35.096157
"514",31.233032,31.894655,62.543789,33.851273,23.434359,22.825628,34.940166
"515",30.991419,31.555645,62.524563,33.551208,23.443726,22.844494,34.667202
"516",31.223734,31.875811,62.860878,33.513702,23.462467,22.882225,34.784187
"517",31.214445,31.8664,62.908932,33.569962,23.481211,22.882225,34.745193
"518",31.102936,31.659235,62.745575,33.401173,23.47184,22.844494,34.579456
"519",31.121517,32.0359,63.235619,33.607468,23.499949,22.844494,34.735443
"520",31.065763,31.960571,63.293289,33.757504,23.481211,22.825628,34.832932
"521",31.177273,31.83815,63.523888,33.76688,23.537437,22.872789,35.047409
"522",30.972837,31.894655,62.76479,33.410553,23.443726,22.806765,34.940166
"523",30.935661,31.8664,63.091496,33.569962,23.359404,22.759602,34.969414
"524",30.917082,32.346653,63.3125,33.616844,23.387516,22.797331,34.608704
"525",30.982124,32.572662,63.274067,33.429306,23.275072,22.787899,34.686695
"526",31.047174,32.308994,63.3125,33.710621,23.25633,22.740742,34.920673
"527",30.95425,32.356071,62.832054,33.523079,23.275072,22.769035,34.26749
"528",30.889196,32.233658,62.341999,33.607468,23.275072,22.745462,34.043266
"529",31.065763,32.327827,62.55341,33.673111,23.247828,22.769035,34.38448
"530",30.963543,32.054737,62.418873,33.504326,23.200869,22.736908,34.364986
"531",31.037884,31.725153,62.841663,33.316784,23.219648,22.755806,34.628204
"532",31.065763,31.83815,62.995388,33.466812,23.247828,22.793608,34.462471
"533",30.805563,32.054737,63.754509,33.79501,23.200869,22.774708,34.745193
"534",30.86132,31.922911,63.543106,33.682487,23.219648,22.774708,34.725689
"535",31.028591,31.93232,63.552719,33.701241,23.257229,22.812508,34.823189
"536",30.889196,31.489729,63.571945,33.485569,23.313583,22.864485,34.754936
"537",30.721931,31.047142,63.322109,33.27927,23.285402,22.869207,34.520969
"538",30.917082,31.01889,63.437408,33.260517,23.276005,22.850313,34.881676
"539",30.536074,30.256132,63.293289,33.035465,23.360546,22.883383,34.394234
"540",30.684755,30.519798,63.898632,33.27927,23.388721,22.888105,34.725689
"541",30.898491,30.585716,63.639194,33.241764,23.360546,22.907003,34.881676
"542",30.898491,30.661055,63.706455,33.36367,23.388721,22.935354,34.969414
"543",30.852034,30.971804,63.850582,33.626225,23.341763,22.925911,35.388615
"544",30.95425,31.065973,63.571945,33.654354,23.379335,22.944809,35.447117
"545",30.944958,30.783468,63.898632,33.569962,23.388721,22.940084,35.369118
"546",31.000711,31.131891,64.023544,33.598095,23.388721,22.944809,35.544598
"547",31.140104,31.442648,64.206116,33.729374,23.341763,22.925911,35.593346
"548",30.935661,31.244896,64.090813,33.626225,23.304193,22.888105,35.622597
"549",31.019299,31.357891,64.321426,33.616844,23.285402,22.888105,35.729832
"550",31.000711,30.679884,64.369469,33.448055,23.360546,22.897558,35.661591
"551",30.777681,31.047142,64.792244,33.523079,23.387848,22.897558,35.856567
"552",30.60112,30.642221,65.291908,33.598095,23.425518,22.85495,35.700584
"553",30.554659,30.312632,65.080513,33.729374,23.434933,22.86442,35.583595
"554",30.489614,30.227879,64.76342,33.79501,23.444349,22.89282,35.359371
"555",30.471025,30.209053,64.821075,33.316784,23.359602,22.817087,35.291134
"556",30.415268,29.813543,64.849907,33.485569,23.350191,22.826548,35.359371
"557",30.471025,29.72879,64.849907,33.288651,23.312529,22.788675,35.408119
"558",30.378094,29.672293,64.3022,33.063595,23.293701,22.807613,35.349625
"559",30.285168,30.039545,64.628906,33.194881,23.293701,22.817087,35.310635
"560",30.331635,30.077215,64.897957,33.410553,23.293701,22.779209,35.476357
"561",30.424561,29.804129,64.465538,33.401173,23.293701,22.760279,35.096157
"562",30.66617,29.945375,64.590469,33.569962,23.227793,22.722401,35.25214
"563",30.591829,30.209053,64.369469,33.616844,23.180714,22.694002,35.1059
"564",30.712633,30.435049,64.782639,33.87941,23.171299,22.712938,35.45686
"565",30.73122,30.585716,64.76342,33.991928,23.161888,22.712938,35.291134
"566",30.712633,30.265547,64.725006,33.851273,23.13364,22.703466,35.144897
"567",30.647583,30.444469,64.676941,33.710621,23.114803,22.675064,35.213139
"568",30.614849,30.583305,64.676949,33.823139,23.190128,22.750809,34.823189
"569",30.755156,30.763996,65.082024,33.710621,23.208956,22.741339,34.852428
"570",30.455837,30.278999,64.455124,33.213631,23.182543,22.750809,34.949917
"571",30.558725,30.060274,64.078972,32.876057,23.088186,22.697689,34.491718
"572",30.399712,29.794001,64.204353,32.782288,23.144802,22.745111,34.140755
"573",30.493244,29.641846,64.368317,32.997959,23.069323,22.6313,34.452728
"574",30.39036,29.109301,64.194717,32.922943,23.003271,22.574383,33.955528
"575",30.296818,29.004694,63.934315,32.772915,22.937223,22.498505,33.67281
"576",30.147161,28.995182,63.886078,32.716644,22.9844,22.545933,33.438831
"577",29.501751,28.396072,62.24649,32.247795,22.9844,22.517479,32.551682
"578",29.155663,28.158329,60.954117,31.628904,23.097624,22.60284,31.888756
"579",29.305321,28.843029,61.92823,31.647659,23.097624,22.60284,31.898506
"580",29.277262,28.481659,61.224171,31.338215,23.059881,22.583876,32.064236
"581",29.557873,29.042732,62.323662,31.900843,23.078754,22.583876,32.96114
"582",29.473692,28.795483,62.651569,31.985235,23.069323,22.574383,32.78566
"583",29.230494,28.186853,62.015034,31.572639,23.078754,22.574383,32.161732
"584",29.380154,28.519697,62.198277,31.610151,23.069323,22.536448,31.80101
"585",29.277262,28.843029,61.899296,31.403854,23.088186,22.536448,31.732771
"586",29.015356,28.519697,61.436352,31.103786,23.125935,22.545933,31.450052
"587",28.323177,27.616274,59.314526,30.00667,23.125935,22.593359,30.28018
"588",28.332533,28.148817,60.606911,30.578674,23.116495,22.593359,30.904114
"589",28.24835,27.996662,59.488132,30.072311,23.210846,22.640785,30.562899
"590",28.005152,27.568724,59.362755,30.00667,23.182543,22.612328,30.406918
"591",28.332533,28.053719,60.327217,30.606804,23.097624,22.574383,31.030848
"592",28.566376,28.481659,61.214523,30.925627,23.044647,22.536448,31.108841
"593",28.762802,29.356554,61.494221,31.281954,23.063566,22.571608,31.781513
"594",28.781513,29.470669,61.031273,31.319466,22.997341,22.476568,31.869255
"595",28.903111,29.613316,61.484573,31.516382,23.054108,22.505083,31.859509
"596",29.080832,29.556259,61.995739,31.675793,23.02573,22.486073,32.025238
"597",29.211784,30.060274,63.268833,32.10714,23.035191,22.514589,32.590679
"598",29.146307,29.432632,63.278477,32.013367,23.035191,22.486073,32.512684
"599",29.02471,29.042732,62.998779,31.816448,23.091946,22.514589,31.937496
"600",28.80957,28.72891,61.918579,31.300711,23.063566,22.571608,31.264822
"601",28.753447,29.06175,61.86071,31.563265,23.110868,22.552605,31.235579
"602",28.762802,29.242435,61.368835,31.413231,23.186544,22.571608,30.982103
"603",28.781513,29.736944,61.783554,31.291332,23.224388,22.533594,31.381809
"604",28.800219,29.813021,61.744976,31.150677,23.252768,22.628637,31.508547
"605",28.678621,29.432632,60.799805,31.047525,23.252768,22.619129,30.806625
"606",28.285761,29.128317,60.375439,30.794346,23.233852,22.600124,30.28018
"607",28.725388,29.546747,60.278999,31.085033,23.233852,22.619129,30.660389
"608",28.725388,29.413612,60.086102,30.68182,23.233852,22.63814,30.611643
"609",28.5009,29.147337,60.259708,30.663067,23.252768,22.742678,30.494658
"610",28.538315,29.442141,60.838383,31.038147,23.21493,22.600124,31.021099
"611",28.398008,29.727434,61.224171,31.113169,23.252768,22.63814,30.757877
"612",28.80957,30.336058,62.506901,31.394476,23.252768,22.628637,31.508547
"613",28.893757,30.164883,62.468323,31.497629,23.262226,22.63814,31.430557
"614",28.931175,30.164883,62.95055,31.385101,23.287836,22.647638,31.635284
"615",29.02471,30.554783,63.29776,31.610151,23.335245,22.680971,31.918003
"616",28.631849,30.079294,61.417065,30.625559,23.420578,22.738096,30.55315
"617",28.893757,30.744978,62.709438,30.94438,23.477468,22.966623,30.504406
"618",28.369944,30.107824,61.908939,30.42864,23.477468,22.785702,30.445911
"619",28.173519,29.404102,60.250057,29.856636,23.50592,22.833311,29.870726
"620",28.070625,29.289984,60.809448,29.697227,23.524879,22.833311,29.73424
"621",27.920965,29.546747,60.741928,29.687849,23.515396,22.833311,29.73424
"622",28.117393,29.898609,60.905895,29.894146,23.420578,22.842836,29.987713
"623",28.051918,29.955669,60.838383,29.631588,23.363684,22.833311,29.568508
"624",27.780661,29.641846,59.825695,29.29401,23.430063,22.871408,29.081062
"625",27.33168,29.366062,58.668339,28.759518,23.496435,22.890448,28.36939
"626",27.462631,29.670376,59.005901,29.228374,23.562803,22.928535,28.359642
"627",27.200727,29.204395,58.186108,28.590731,23.676594,22.985668,27.638222
"628",26.929468,29.451651,56.970886,28.318796,23.619699,22.957104,27.297009
"629",26.555317,29.366062,56.46936,27.943712,23.562803,22.94758,26.546339
"630",26.28406,29.109301,54.974449,27.728037,23.562803,22.966623,25.961403
"631",27.023003,29.67988,58.166813,28.581352,23.581772,22.966623,27.297009
"632",27.133234,29.972157,58.482674,28.972248,23.651112,23.041035,27.456846
"633",27.340502,29.886192,58.589256,28.914764,23.622622,23.060122,27.623547
"634",27.378187,29.895742,58.61832,29.029734,23.670109,23.088741,27.701994
"635",27.123814,29.208048,56.680527,28.474049,23.81258,23.222315,27.339172
"636",27.632561,29.962605,58.317963,29.297995,23.717598,23.117363,28.319773
"637",27.689089,29.742924,58.279209,29.470448,23.698599,23.079205,28.790464
"638",27.886936,29.876644,58.734585,29.508772,23.670109,23.060122,29.261152
"639",28.273209,30.182285,58.676453,29.844097,23.670109,23.155525,29.476885
"640",28.452213,30.459274,59.131836,29.939905,23.660608,23.041035,29.623974
"641",28.51816,30.34466,59.267483,30.054878,23.689106,23.088741,29.643583
"642",28.593533,30.144077,58.947746,30.035713,23.679605,23.069662,29.38863
"643",28.74427,30.2778,59.567841,30.083618,23.651112,23.069662,29.584751
"644",28.847904,30.612097,59.684105,30.256073,23.622622,23.050581,29.780872
"645",29.045752,30.793575,60.178249,30.428526,23.641615,23.041035,30.055439
"646",29.234177,30.946394,60.992123,30.917147,23.603615,23.0315,30.330008
"647",29.27186,30.965498,61.176212,31.032114,23.622622,23.317722,30.192724
"648",29.045752,30.583445,60.420471,30.581818,23.708101,23.088741,29.849514
"649",29.036329,30.86043,60.5658,30.524334,23.708101,23.088741,29.771065
"650",29.196491,31.185177,60.720833,30.811756,23.784088,23.136446,30.016216
"651",29.337809,31.166077,60.604565,31.022535,23.717598,23.098288,30.349619
"652",29.347231,30.898636,60.187931,31.012953,23.755602,23.126905,30.173113
"653",29.582762,31.003698,60.304203,30.945887,23.784088,23.155525,30.143694
"654",29.592186,31.232935,60.643322,30.99379,23.816479,23.212772,30.36923
"655",29.714663,31.55768,61.185902,30.897984,23.90222,23.27002,30.673218
"656",29.611029,31.194731,60.953369,30.85008,23.826004,23.210752,30.712442
"657",29.799452,31.328449,61.47657,31.041697,23.826004,23.191629,31.036041
"658",29.969032,31.729609,61.825371,31.166243,23.864115,23.229866,31.085073
"659",29.997299,31.490828,62.12574,31.319536,23.892685,23.220312,31.036041
"660",29.969032,31.433516,61.922264,30.99379,23.949852,23.248981,30.79089
"661",29.808874,31.261589,61.767239,30.696787,23.949852,23.287228,30.800695
"662",29.695818,31.166077,62.086979,30.907564,23.930801,23.258543,31.085073
"663",29.837135,31.299799,62.581108,31.252472,23.921272,23.277666,31.457701
"664",29.827713,31.118322,62.862087,31.424927,23.911747,23.248981,31.545954
"665",29.987877,31.261589,62.900845,31.444088,23.987959,23.296785,31.614599
"666",30.279936,31.070562,63.346535,31.788998,23.987959,23.277666,32.1049
"667",30.440098,31.328449,63.278717,31.932707,23.997486,23.296785,32.212765
"668",30.637947,31.41441,63.249653,32.066837,24.007011,23.306345,32.320633
"669",30.60968,31.433516,63.259346,31.894384,23.978432,23.248981,32.232372
"670",30.60968,31.634089,63.269035,31.82732,24.016539,23.306345,32.46772
"671",30.685051,32.149868,63.617832,32.085999,24.026072,23.296785,32.51675
"672",30.71331,32.006596,63.41436,31.951864,24.064173,23.315908,32.251987
"673",30.741581,31.710501,63.317478,31.82732,24.016539,23.277666,32.320633
"674",30.581417,31.490828,63.210899,31.712347,23.98217,23.258543,32.242184
"675",30.722738,31.834671,64.344513,32.20097,23.953527,23.169472,32.526554
"676",30.666204,31.997044,64.053833,31.990192,24.0299,23.231724,32.212765
"677",30.779264,32.474613,64.286377,31.990192,24.039455,23.246096,32.095093
"678",30.76984,32.503265,64.23793,31.85606,24.144468,23.255678,31.467508
"679",30.694471,32.016151,63.860058,31.482412,24.230392,23.351454,31.1341
"680",30.590837,31.691397,63.491882,31.012953,24.230392,23.341877,31.1341
"681",30.798105,32.321785,64.344513,31.559053,24.230392,23.341877,31.673433
"682",30.835793,32.350437,64.363884,31.491991,24.287674,23.399345,31.693043
"683",30.882893,32.235825,64.480156,31.549475,24.278128,23.38019,31.83033
"684",30.76042,32.17852,64.654572,31.539892,24.268579,23.351454,31.693043
"685",30.864054,32.62743,64.935539,31.731508,24.335409,23.38019,31.742071
"686",31.061901,33.019039,65.274658,32.009354,24.3545,23.389769,32.006832
"687",30.967688,32.923523,65.100243,31.894384,24.3545,23.370615,31.771494
"688",30.939423,32.913971,64.848335,31.626122,24.430882,23.485554,31.565567
"689",31.090162,33.143204,65.870575,31.846481,24.430882,23.495129,31.948
"690",30.76042,32.312237,64.916481,31.0896,24.57408,23.59091,30.820311
"691",30.71331,32.352455,64.741257,31.060854,24.631365,23.657959,30.957594
"692",30.892321,32.371605,65.130676,31.137503,24.621819,23.64838,31.222357
"693",30.807524,32.151394,64.916481,31.396183,24.650461,23.696262,31.114489
"694",30.920584,32.457775,65.315636,31.185404,24.631365,23.71542,31.349831
"695",30.805748,32.658833,65.481148,31.329119,24.529959,23.677113,31.477308
"696",31.071478,33.08012,65.899773,31.808159,24.424723,23.601288,31.810715
"697",31.12842,33.013096,66.065285,31.769833,24.482117,23.591692,31.761684
"698",31.152149,33.204586,66.191841,32.057255,24.424723,23.572496,31.879358
"699",31.232817,33.434376,66.386543,32.287193,24.453419,23.601288,32.016644
"700",31.375172,33.769485,66.834381,32.555458,24.472555,23.601288,32.369659
"701",31.422628,33.56842,66.542313,32.335098,24.396015,23.582092,32.281403
"702",31.299244,33.577995,66.172363,32.066837,24.396015,23.610891,31.869555
"703",31.413128,33.712036,66.444962,32.239292,24.443855,23.668472,32.310825
"704",31.460583,33.443958,66.727295,32.478809,24.386452,23.610891,32.29121
"705",31.593447,33.530125,66.95121,32.766235,24.319479,23.582092,32.369659
"706",31.669371,33.472675,67.145912,32.823715,24.357752,23.572496,32.281403
"707",31.669371,33.69289,67.12645,32.900364,24.309912,23.543699,32.330433
"708",31.745291,33.740765,66.892792,32.957851,24.281214,23.543699,32.075478
"709",31.840199,33.90353,67.175125,32.948269,24.367317,23.562895,32.006832
"710",31.811731,33.625866,67.097244,32.775814,24.319479,23.543699,31.898968
"711",32.001537,33.90353,68.109734,32.842876,24.367317,23.582092,32.408886
"712",31.849689,33.664169,68.236298,33.063236,24.520391,23.630085,32.51675
"713",31.830713,33.597141,68.197365,32.909946,24.491682,23.620489,32.242184
"714",31.887646,33.654594,68.343384,32.909946,24.529959,23.687666,32.546162
"715",31.887646,33.597141,68.411537,33.053658,24.472555,23.639679,32.722672
"716",31.859179,33.48225,68.25576,32.862041,24.502285,23.649279,32.536362
"717",31.697844,33.405655,67.934502,32.909946,24.511877,23.665661,32.261795
"718",31.508039,33.501396,67.876083,32.574619,24.425566,23.607845,32.350048
"719",31.688354,33.826935,68.362862,32.929108,24.425566,23.646389,33.007053
"720",31.678862,33.118412,68.109734,32.71833,24.473513,23.665661,33.075691
"721",31.403641,32.601387,67.155647,32.095577,24.550234,23.713842,32.350048
"722",31.508039,32.543945,67.155647,32.191387,24.531055,23.694565,32.232372
"723",31.384661,32.046066,66.853851,31.836899,24.56941,23.704203,32.134319
"724",31.289757,32.170532,66.892792,31.788998,24.511877,23.733107,32.144123
"725",31.061989,31.2418,65.539558,30.907564,24.617367,23.762016,31.163519
"726",31.270779,31.643929,66.016594,31.3866,24.579002,23.771654,31.565567
"727",31.35619,31.643929,66.337875,31.329119,24.636541,23.810198,31.673433
